study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	scientific_name	instrument_platform	library_source	fastq_ftp	submitted_ftp	sample_alias	first_created
PRJEB12982	SAMEA3892044	ERS1079178	ERX1513153	ERR1442776	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442776/ERR1442776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442776/ERR1442776_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442776/19912_1#36.cram	72a3ed90-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892045	ERS1079179	ERX1513154	ERR1442777	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442777/ERR1442777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442777/ERR1442777_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442777/19912_1#37.cram	72afad60-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892046	ERS1079180	ERX1513155	ERR1442778	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442778/ERR1442778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442778/ERR1442778_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442778/19912_1#38.cram	72bb6d30-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892047	ERS1079181	ERX1513156	ERR1442779	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442779/ERR1442779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442779/ERR1442779_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442779/19912_1#39.cram	72c72d00-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892049	ERS1079183	ERX1513157	ERR1442780	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442780/ERR1442780_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442780/ERR1442780_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442780/19912_1#40.cram	72d313e0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892050	ERS1079184	ERX1513158	ERR1442781	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442781/ERR1442781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442781/ERR1442781_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442781/19912_1#41.cram	72ded3b0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892051	ERS1079185	ERX1513159	ERR1442782	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442782/ERR1442782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442782/ERR1442782_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442782/19912_1#42.cram	72ea9380-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892052	ERS1079186	ERX1513160	ERR1442783	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442783/ERR1442783_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442783/ERR1442783_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442783/19912_1#43.cram	72f65350-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892054	ERS1079188	ERX1513161	ERR1442784	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442784/ERR1442784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442784/ERR1442784_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442784/19912_1#44.cram	73026140-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892055	ERS1079189	ERX1513162	ERR1442785	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442785/ERR1442785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442785/ERR1442785_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442785/19912_1#45.cram	730e6f30-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892056	ERS1079190	ERX1513163	ERR1442786	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442786/ERR1442786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442786/ERR1442786_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442786/19912_1#46.cram	731a2f00-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892057	ERS1079191	ERX1513164	ERR1442787	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442787/ERR1442787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442787/ERR1442787_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442787/19912_1#47.cram	73263cf0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892058	ERS1079192	ERX1513165	ERR1442788	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442788/ERR1442788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442788/ERR1442788_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442788/19912_1#48.cram	733223d0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892060	ERS1079194	ERX1513166	ERR1442789	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442789/ERR1442789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442789/ERR1442789_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442789/19912_1#49.cram	733de3a0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892061	ERS1079195	ERX1513167	ERR1442790	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442790/ERR1442790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442790/ERR1442790_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442790/19912_1#50.cram	7349a370-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892063	ERS1079197	ERX1513168	ERR1442791	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442791/ERR1442791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442791/ERR1442791_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442791/19912_1#51.cram	73556340-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892064	ERS1079198	ERX1513169	ERR1442792	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442792/ERR1442792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442792/ERR1442792_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442792/19912_1#52.cram	73612310-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892065	ERS1079199	ERX1513170	ERR1442793	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442793/ERR1442793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442793/ERR1442793_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442793/19912_1#53.cram	736ce2e0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892066	ERS1079200	ERX1513171	ERR1442794	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442794/ERR1442794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442794/ERR1442794_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442794/19912_1#54.cram	73787ba0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892067	ERS1079201	ERX1513172	ERR1442795	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442795/ERR1442795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442795/ERR1442795_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442795/19912_1#55.cram	73843b70-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892069	ERS1079203	ERX1513173	ERR1442796	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442796/ERR1442796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442796/ERR1442796_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442796/19912_1#56.cram	73902250-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892070	ERS1079204	ERX1513174	ERR1442797	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442797/ERR1442797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442797/ERR1442797_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442797/19912_1#57.cram	73a7a1f0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892071	ERS1079205	ERX1513175	ERR1442798	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442798/ERR1442798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442798/ERR1442798_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442798/19912_1#58.cram	73b361c0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892072	ERS1079206	ERX1513176	ERR1442799	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442799/ERR1442799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442799/ERR1442799_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442799/19912_1#59.cram	73bf48a0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892073	ERS1079207	ERX1513177	ERR1442800	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442800/ERR1442800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442800/ERR1442800_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442800/19912_1#60.cram	73cb0870-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892075	ERS1079209	ERX1513178	ERR1442801	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442801/ERR1442801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442801/ERR1442801_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442801/19912_1#61.cram	73d6c840-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892076	ERS1079210	ERX1513179	ERR1442802	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442802/ERR1442802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442802/ERR1442802_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442802/19912_1#62.cram	73e26100-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892077	ERS1079211	ERX1513180	ERR1442803	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442803/ERR1442803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442803/ERR1442803_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442803/19912_1#63.cram	73ee20d0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892078	ERS1079212	ERX1513181	ERR1442804	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442804/ERR1442804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442804/ERR1442804_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442804/19912_1#64.cram	73fa07b0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892079	ERS1079213	ERX1513182	ERR1442805	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442805/ERR1442805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442805/ERR1442805_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442805/19912_1#65.cram	7405c780-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892081	ERS1079215	ERX1513183	ERR1442806	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442806/ERR1442806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442806/ERR1442806_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442806/19912_1#66.cram	74118750-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892082	ERS1079216	ERX1513184	ERR1442807	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442807/ERR1442807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442807/ERR1442807_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442807/19912_1#67.cram	741d9540-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892083	ERS1079217	ERX1513185	ERR1442808	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442808/ERR1442808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442808/ERR1442808_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442808/19912_1#68.cram	74295510-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892084	ERS1079218	ERX1513186	ERR1442809	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442809/ERR1442809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442809/ERR1442809_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442809/19912_1#69.cram	74358a10-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892085	ERS1079219	ERX1513187	ERR1442810	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442810/ERR1442810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442810/ERR1442810_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442810/19912_1#70.cram	744149e0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892087	ERS1079221	ERX1513188	ERR1442811	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442811/ERR1442811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442811/ERR1442811_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442811/19912_1#71.cram	744d30c0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892088	ERS1079222	ERX1513189	ERR1442812	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442812/ERR1442812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442812/ERR1442812_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442812/19912_1#72.cram	74593eb0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892089	ERS1079223	ERX1513190	ERR1442813	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442813/ERR1442813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442813/ERR1442813_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442813/19912_1#73.cram	74652590-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892090	ERS1079224	ERX1513191	ERR1442814	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442814/ERR1442814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442814/ERR1442814_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442814/19912_1#74.cram	7470e560-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892091	ERS1079225	ERX1513192	ERR1442815	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442815/ERR1442815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442815/ERR1442815_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442815/19912_1#75.cram	747ca530-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892093	ERS1079227	ERX1513193	ERR1442816	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442816/ERR1442816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442816/ERR1442816_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442816/19912_1#76.cram	74888c10-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892094	ERS1079228	ERX1513194	ERR1442817	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442817/ERR1442817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442817/ERR1442817_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442817/19912_1#77.cram	74944be0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892095	ERS1079229	ERX1513195	ERR1442818	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442818/ERR1442818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442818/ERR1442818_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442818/19912_1#78.cram	74a032c0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892096	ERS1079230	ERX1513196	ERR1442819	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442819/ERR1442819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442819/ERR1442819_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442819/19912_1#79.cram	74ac19a0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892097	ERS1079231	ERX1513197	ERR1442820	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442820/ERR1442820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442820/ERR1442820_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442820/19912_1#80.cram	74b7d970-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892099	ERS1079233	ERX1513198	ERR1442821	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442821/ERR1442821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442821/ERR1442821_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442821/19912_1#81.cram	74c3c050-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892100	ERS1079234	ERX1513199	ERR1442822	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442822/ERR1442822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442822/ERR1442822_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442822/19912_1#82.cram	74cff550-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892101	ERS1079235	ERX1513200	ERR1442823	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442823/ERR1442823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442823/ERR1442823_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442823/19912_1#83.cram	74dc0340-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892102	ERS1079236	ERX1513201	ERR1442824	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442824/ERR1442824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442824/ERR1442824_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442824/19912_1#84.cram	74ebe1c0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892104	ERS1079238	ERX1513202	ERR1442825	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442825/ERR1442825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442825/ERR1442825_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442825/19912_1#85.cram	74f7efb0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892105	ERS1079239	ERX1513203	ERR1442826	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442826/ERR1442826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442826/ERR1442826_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442826/19912_1#86.cram	7503af80-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892106	ERS1079240	ERX1513204	ERR1442827	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442827/ERR1442827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442827/ERR1442827_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442827/19912_1#87.cram	750f4840-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892107	ERS1079241	ERX1513205	ERR1442828	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442828/ERR1442828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442828/ERR1442828_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442828/19912_1#88.cram	751b0810-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892109	ERS1079243	ERX1513206	ERR1442829	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442829/ERR1442829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442829/ERR1442829_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442829/19912_1#89.cram	7526eef0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
